name,category,address,neighborhood,gu,latitude,longitude,rating,signature_menu,hours,phone,img,naver_url
앤트러사이트 신정점,카페,서울특별시 양천구 신정동 1-34,신정동,양천구,37.51111,126.87161,4.5,"스페셜티커피, 구움과자",10:00-22:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EC%95%A4%ED%8A%B8%EB%9F%AC%EC%82%AC%EC%9D%B4%ED%8A%B8%20%EC%8B%A0%EC%A0%95%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
오월의종 삼성점,베이커리,서울특별시 강남구 삼성동 189-43,삼성동,강남구,37.52168,127.05787,4.2,"천연발효빵, 바게트, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%EC%9B%94%EC%9D%98%EC%A2%85%20%EC%82%BC%EC%84%B1%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
트리플베이글 잠원점,베이커리,서울특별시 서초구 잠원동 171-22,잠원동,서초구,37.48034,127.02238,4.5,"플레인베이글, 에브리씽베이글, 크림치즈",09:00-21:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%ED%8A%B8%EB%A6%AC%ED%94%8C%EB%B2%A0%EC%9D%B4%EA%B8%80%20%EC%9E%A0%EC%9B%90%EC%A0%90%20%EC%84%9C%EC%B4%88%EA%B5%AC
빈브라더스 석촌점,카페,서울특별시 송파구 석촌동 185-20,석촌동,송파구,37.51003,127.11425,4.5,"시그니처커피, 스콘, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EB%B9%88%EB%B8%8C%EB%9D%BC%EB%8D%94%EC%8A%A4%20%EC%84%9D%EC%B4%8C%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
르빵 천호점,베이커리,서울특별시 강동구 천호동 104-45,천호동,강동구,37.52552,127.1216,4.3,"밤식빵, 소금빵, 크루아상",09:00-21:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%EB%B9%B5%20%EC%B2%9C%ED%98%B8%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
파리바게트 연남점,베이커리,서울특별시 마포구 연남동 171-25,연남동,마포구,37.55561,126.9008,4.6,"케이크, 크루아상, 식빵",07:00-22:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%ED%8A%B8%20%EC%97%B0%EB%82%A8%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
뚜레쥬르 한남점,베이커리,서울특별시 용산구 한남동 146-20,한남동,용산구,37.53836,126.98258,4.4,"케이크, 단팥빵, 소금빵",08:00-22:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EB%9A%9C%EB%A0%88%EC%A5%AC%EB%A5%B4%20%ED%95%9C%EB%82%A8%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
아티장베이커스 행당점,베이커리,서울특별시 성동구 행당동 74-14,행당동,성동구,37.56445,127.02471,4.4,"천연발효빵, 바게트, 치아바타",09:00-21:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%ED%8B%B0%EC%9E%A5%EB%B2%A0%EC%9D%B4%EC%BB%A4%EC%8A%A4%20%ED%96%89%EB%8B%B9%EC%A0%90%20%EC%84%B1%EB%8F%99%EA%B5%AC
커피몽타주 광장점,카페,서울특별시 광진구 광장동 83-30,광장동,광진구,37.54536,127.08476,4.4,"핸드드립커피, 에스프레소",11:00-21:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EC%BB%A4%ED%94%BC%EB%AA%BD%ED%83%80%EC%A3%BC%20%EA%B4%91%EC%9E%A5%EC%A0%90%20%EA%B4%91%EC%A7%84%EA%B5%AC
런던베이글뮤지엄 청량점,베이커리,서울특별시 동대문구 청량리동 122-48,청량리동,동대문구,37.57301,127.03273,4.2,"베이글, 크림치즈베이글, 에브리씽베이글",09:00-21:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EB%9F%B0%EB%8D%98%EB%B2%A0%EC%9D%B4%EA%B8%80%EB%AE%A4%EC%A7%80%EC%97%84%20%EC%B2%AD%EB%9F%89%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
노티드 도넛 상봉점,베이커리,서울특별시 중랑구 상봉동 170-41,상봉동,중랑구,37.61011,127.08731,4.5,"크림도넛, 레몬도넛, 초코도넛",09:00-22:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%ED%8B%B0%EB%93%9C%20%EB%8F%84%EB%84%9B%20%EC%83%81%EB%B4%89%EC%A0%90%20%EC%A4%91%EB%9E%91%EA%B5%AC
자연도소금빵 길음점,베이커리,서울특별시 성북구 길음동 193-16,길음동,성북구,37.58544,127.02434,4.6,"소금빵, 버터크림빵, 크루아상",08:00-20:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%90%EC%97%B0%EB%8F%84%EC%86%8C%EA%B8%88%EB%B9%B5%20%EA%B8%B8%EC%9D%8C%EC%A0%90%20%EC%84%B1%EB%B6%81%EA%B5%AC
밀도 우이점,베이커리,서울특별시 강북구 우이동 38-2,우이동,강북구,37.63505,127.03306,4.1,"식빵, 크루아상, 소금버터롤",08:00-20:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%80%EB%8F%84%20%EC%9A%B0%EC%9D%B4%EC%A0%90%20%EA%B0%95%EB%B6%81%EA%B5%AC
블루보틀커피 쌍문점,카페,서울특별시 도봉구 쌍문동 197-5,쌍문동,도봉구,37.66268,127.0465,4.4,"뉴올리언스, 콜드브루, 라떼",08:00-21:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B4%ED%8B%80%EC%BB%A4%ED%94%BC%20%EC%8C%8D%EB%AC%B8%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
어니언 공릉점,카페/베이커리,서울특별시 노원구 공릉동 50-46,공릉동,노원구,37.65225,127.05991,4.6,"팡도르, 소금빵, 반찬빵",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%8B%88%EC%96%B8%20%EA%B3%B5%EB%A6%89%EC%A0%90%20%EB%85%B8%EC%9B%90%EA%B5%AC
프릳츠 녹번점,카페/베이커리,서울특별시 은평구 녹번동 38-42,녹번동,은평구,37.61482,126.92029,4.6,"핸드드립커피, 크루아상, 식빵",07:00-21:00,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%ED%94%84%EB%A6%B3%EC%B8%A0%20%EB%85%B9%EB%B2%88%EC%A0%90%20%EC%9D%80%ED%8F%89%EA%B5%AC
폴바셋 홍은점,카페,서울특별시 서대문구 홍은동 198-7,홍은동,서대문구,37.56723,126.94282,4.4,"라떼, 소프트아이스크림, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%ED%8F%B4%EB%B0%94%EC%85%8B%20%ED%99%8D%EC%9D%80%EC%A0%90%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
투썸플레이스 계동점,카페,서울특별시 종로구 계동 179-34,계동,종로구,37.56625,126.9867,4.4,"딸기생크림케이크, 라떼, 스콘",08:00-23:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%ED%88%AC%EC%8D%B8%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%EA%B3%84%EB%8F%99%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
카페 레이어드 을지점,카페/베이커리,서울특별시 중구 을지로 32-30,을지로,중구,37.55271,126.99138,4.2,"스콘, 케이크, 얼그레이라떼",11:00-22:00,,https://images.unsplash.com/photo-1622253692010-333f2da6031d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%20%EC%9D%84%EC%A7%80%EC%A0%90%20%EC%A4%91%EA%B5%AC
테라로사 당산점,카페,서울특별시 영등포구 당산동 144-39,당산동,영등포구,37.53323,126.90032,4.3,"스페셜티커피, 스콘, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EB%A1%9C%EC%82%AC%20%EB%8B%B9%EC%82%B0%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
앤트러사이트 흑석점,카페,서울특별시 동작구 흑석동 157-47,흑석동,동작구,37.5232,126.94869,4.5,"스페셜티커피, 구움과자",10:00-22:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EC%95%A4%ED%8A%B8%EB%9F%AC%EC%82%AC%EC%9D%B4%ED%8A%B8%20%ED%9D%91%EC%84%9D%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
오월의종 봉천점,베이커리,서울특별시 관악구 봉천동 115-11,봉천동,관악구,37.47634,126.96116,4.6,"천연발효빵, 바게트, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%EC%9B%94%EC%9D%98%EC%A2%85%20%EB%B4%89%EC%B2%9C%EC%A0%90%20%EA%B4%80%EC%95%85%EA%B5%AC
트리플베이글 등촌점,베이커리,서울특별시 강서구 등촌동 193-16,등촌동,강서구,37.55958,126.8483,4.6,"플레인베이글, 에브리씽베이글, 크림치즈",09:00-21:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%ED%8A%B8%EB%A6%AC%ED%94%8C%EB%B2%A0%EC%9D%B4%EA%B8%80%20%EB%93%B1%EC%B4%8C%EC%A0%90%20%EA%B0%95%EC%84%9C%EA%B5%AC
빈브라더스 목동점,카페,서울특별시 양천구 목동 125-41,목동,양천구,37.51166,126.87326,4.2,"시그니처커피, 스콘, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%EB%B9%88%EB%B8%8C%EB%9D%BC%EB%8D%94%EC%8A%A4%20%EB%AA%A9%EB%8F%99%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
르빵 압구점,베이커리,서울특별시 강남구 압구정동 74-16,압구정동,강남구,37.51179,127.03716,4.3,"밤식빵, 소금빵, 크루아상",09:00-21:00,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%EB%B9%B5%20%EC%95%95%EA%B5%AC%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
파리바게트 방배점,베이커리,서울특별시 서초구 방배동 21-9,방배동,서초구,37.47966,127.04213,4.2,"케이크, 크루아상, 식빵",07:00-22:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%ED%8A%B8%20%EB%B0%A9%EB%B0%B0%EC%A0%90%20%EC%84%9C%EC%B4%88%EA%B5%AC
뚜레쥬르 문정점,베이커리,서울특별시 송파구 문정동 181-14,문정동,송파구,37.50805,127.11055,4.1,"케이크, 단팥빵, 소금빵",08:00-22:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%9A%9C%EB%A0%88%EC%A5%AC%EB%A5%B4%20%EB%AC%B8%EC%A0%95%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
아티장베이커스 길동점,베이커리,서울특별시 강동구 길동 120-27,길동,강동구,37.52806,127.11974,4.1,"천연발효빵, 바게트, 치아바타",09:00-21:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%ED%8B%B0%EC%9E%A5%EB%B2%A0%EC%9D%B4%EC%BB%A4%EC%8A%A4%20%EA%B8%B8%EB%8F%99%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
커피몽타주 연희점,카페,서울특별시 마포구 연희동 198-38,연희동,마포구,37.54726,126.90628,4.6,"핸드드립커피, 에스프레소",11:00-21:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EC%BB%A4%ED%94%BC%EB%AA%BD%ED%83%80%EC%A3%BC%20%EC%97%B0%ED%9D%AC%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
런던베이글뮤지엄 이태점,베이커리,서울특별시 용산구 이태원동 148-25,이태원동,용산구,37.52087,126.99954,4.4,"베이글, 크림치즈베이글, 에브리씽베이글",09:00-21:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EB%9F%B0%EB%8D%98%EB%B2%A0%EC%9D%B4%EA%B8%80%EB%AE%A4%EC%A7%80%EC%97%84%20%EC%9D%B4%ED%83%9C%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
노티드 도넛 왕십점,베이커리,서울특별시 성동구 왕십리동 193-25,왕십리동,성동구,37.55144,127.03314,4.4,"크림도넛, 레몬도넛, 초코도넛",09:00-22:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%ED%8B%B0%EB%93%9C%20%EB%8F%84%EB%84%9B%20%EC%99%95%EC%8B%AD%EC%A0%90%20%EC%84%B1%EB%8F%99%EA%B5%AC
자연도소금빵 중곡점,베이커리,서울특별시 광진구 중곡동 155-15,중곡동,광진구,37.53942,127.08783,4.4,"소금빵, 버터크림빵, 크루아상",08:00-20:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%90%EC%97%B0%EB%8F%84%EC%86%8C%EA%B8%88%EB%B9%B5%20%EC%A4%91%EA%B3%A1%EC%A0%90%20%EA%B4%91%EC%A7%84%EA%B5%AC
밀도 전농점,베이커리,서울특별시 동대문구 전농동 8-25,전농동,동대문구,37.56767,127.03806,4.3,"식빵, 크루아상, 소금버터롤",08:00-20:00,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%80%EB%8F%84%20%EC%A0%84%EB%86%8D%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
블루보틀커피 면목점,카페,서울특별시 중랑구 면목동 186-11,면목동,중랑구,37.61035,127.09966,4.4,"뉴올리언스, 콜드브루, 라떼",08:00-21:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B4%ED%8B%80%EC%BB%A4%ED%94%BC%20%EB%A9%B4%EB%AA%A9%EC%A0%90%20%EC%A4%91%EB%9E%91%EA%B5%AC
어니언 성북점,카페/베이커리,서울특별시 성북구 성북동 137-2,성북동,성북구,37.59947,127.02824,4.4,"팡도르, 소금빵, 반찬빵",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%8B%88%EC%96%B8%20%EC%84%B1%EB%B6%81%EC%A0%90%20%EC%84%B1%EB%B6%81%EA%B5%AC
프릳츠 번동점,카페/베이커리,서울특별시 강북구 번동 22-42,번동,강북구,37.64181,127.02961,4.4,"핸드드립커피, 크루아상, 식빵",07:00-21:00,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%ED%94%84%EB%A6%B3%EC%B8%A0%20%EB%B2%88%EB%8F%99%EC%A0%90%20%EA%B0%95%EB%B6%81%EA%B5%AC
폴바셋 창동점,카페,서울특별시 도봉구 창동 13-17,창동,도봉구,37.66006,127.04618,4.4,"라떼, 소프트아이스크림, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%ED%8F%B4%EB%B0%94%EC%85%8B%20%EC%B0%BD%EB%8F%99%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
투썸플레이스 월계점,카페,서울특별시 노원구 월계동 87-49,월계동,노원구,37.65016,127.05571,4.4,"딸기생크림케이크, 라떼, 스콘",08:00-23:00,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%ED%88%AC%EC%8D%B8%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%EC%9B%94%EA%B3%84%EC%A0%90%20%EB%85%B8%EC%9B%90%EA%B5%AC
카페 레이어드 대조점,카페/베이커리,서울특별시 은평구 대조동 108-17,대조동,은평구,37.61228,126.93353,4.1,"스콘, 케이크, 얼그레이라떼",11:00-22:00,,https://images.unsplash.com/photo-1622253692010-333f2da6031d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%20%EB%8C%80%EC%A1%B0%EC%A0%90%20%EC%9D%80%ED%8F%89%EA%B5%AC
테라로사 연희점,카페,서울특별시 서대문구 연희동 14-23,연희동,서대문구,37.57839,126.94278,4.2,"스페셜티커피, 스콘, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EB%A1%9C%EC%82%AC%20%EC%97%B0%ED%9D%AC%EC%A0%90%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
앤트러사이트 청진점,카페,서울특별시 종로구 청진동 167-3,청진동,종로구,37.5766,126.98615,4.1,"스페셜티커피, 구움과자",10:00-22:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EC%95%A4%ED%8A%B8%EB%9F%AC%EC%82%AC%EC%9D%B4%ED%8A%B8%20%EC%B2%AD%EC%A7%84%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
오월의종 필동점,베이커리,서울특별시 중구 필동 6-40,필동,중구,37.57429,126.99018,4.2,"천연발효빵, 바게트, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%EC%9B%94%EC%9D%98%EC%A2%85%20%ED%95%84%EB%8F%99%EC%A0%90%20%EC%A4%91%EA%B5%AC
트리플베이글 영등점,베이커리,서울특별시 영등포구 영등포동 30-37,영등포동,영등포구,37.51973,126.89567,4.2,"플레인베이글, 에브리씽베이글, 크림치즈",09:00-21:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%ED%8A%B8%EB%A6%AC%ED%94%8C%EB%B2%A0%EC%9D%B4%EA%B8%80%20%EC%98%81%EB%93%B1%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
빈브라더스 노량점,카페,서울특별시 동작구 노량진동 95-11,노량진동,동작구,37.51156,126.93345,4.5,"시그니처커피, 스콘, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EB%B9%88%EB%B8%8C%EB%9D%BC%EB%8D%94%EC%8A%A4%20%EB%85%B8%EB%9F%89%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
르빵 신림점,베이커리,서울특별시 관악구 신림동 30-50,신림동,관악구,37.48067,126.95735,4.2,"밤식빵, 소금빵, 크루아상",09:00-21:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%EB%B9%B5%20%EC%8B%A0%EB%A6%BC%EC%A0%90%20%EA%B4%80%EC%95%85%EA%B5%AC
파리바게트 발산점,베이커리,서울특별시 강서구 발산동 7-20,발산동,강서구,37.56205,126.84009,4.5,"케이크, 크루아상, 식빵",07:00-22:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%ED%8A%B8%20%EB%B0%9C%EC%82%B0%EC%A0%90%20%EA%B0%95%EC%84%9C%EA%B5%AC
뚜레쥬르 신월점,베이커리,서울특별시 양천구 신월동 102-46,신월동,양천구,37.52126,126.8776,4.2,"케이크, 단팥빵, 소금빵",08:00-22:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EB%9A%9C%EB%A0%88%EC%A5%AC%EB%A5%B4%20%EC%8B%A0%EC%9B%94%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
아티장베이커스 신사점,베이커리,서울특별시 강남구 신사동 161-16,신사동,강남구,37.50702,127.05187,4.1,"천연발효빵, 바게트, 치아바타",09:00-21:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%ED%8B%B0%EC%9E%A5%EB%B2%A0%EC%9D%B4%EC%BB%A4%EC%8A%A4%20%EC%8B%A0%EC%82%AC%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
커피몽타주 양재점,카페,서울특별시 서초구 양재동 176-39,양재동,서초구,37.48833,127.02794,4.1,"핸드드립커피, 에스프레소",11:00-21:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EC%BB%A4%ED%94%BC%EB%AA%BD%ED%83%80%EC%A3%BC%20%EC%96%91%EC%9E%AC%EC%A0%90%20%EC%84%9C%EC%B4%88%EA%B5%AC
런던베이글뮤지엄 가락점,베이커리,서울특별시 송파구 가락동 11-23,가락동,송파구,37.52161,127.10748,4.5,"베이글, 크림치즈베이글, 에브리씽베이글",09:00-21:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EB%9F%B0%EB%8D%98%EB%B2%A0%EC%9D%B4%EA%B8%80%EB%AE%A4%EC%A7%80%EC%97%84%20%EA%B0%80%EB%9D%BD%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
노티드 도넛 암사점,베이커리,서울특별시 강동구 암사동 130-42,암사동,강동구,37.52838,127.12069,4.3,"크림도넛, 레몬도넛, 초코도넛",09:00-22:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%ED%8B%B0%EB%93%9C%20%EB%8F%84%EB%84%9B%20%EC%95%94%EC%82%AC%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
자연도소금빵 성산점,베이커리,서울특별시 마포구 성산동 126-7,성산동,마포구,37.5426,126.90628,4.4,"소금빵, 버터크림빵, 크루아상",08:00-20:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%90%EC%97%B0%EB%8F%84%EC%86%8C%EA%B8%88%EB%B9%B5%20%EC%84%B1%EC%82%B0%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
밀도 용문점,베이커리,서울특별시 용산구 용문동 118-46,용문동,용산구,37.54346,126.99365,4.2,"식빵, 크루아상, 소금버터롤",08:00-20:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%80%EB%8F%84%20%EC%9A%A9%EB%AC%B8%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
블루보틀커피 성수점,카페,서울특별시 성동구 성수동 167-18,성수동,성동구,37.56175,127.04231,4.5,"뉴올리언스, 콜드브루, 라떼",08:00-21:00,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B4%ED%8B%80%EC%BB%A4%ED%94%BC%20%EC%84%B1%EC%88%98%EC%A0%90%20%EC%84%B1%EB%8F%99%EA%B5%AC
어니언 화양점,카페/베이커리,서울특별시 광진구 화양동 124-30,화양동,광진구,37.5459,127.08312,4.4,"팡도르, 소금빵, 반찬빵",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%8B%88%EC%96%B8%20%ED%99%94%EC%96%91%EC%A0%90%20%EA%B4%91%EC%A7%84%EA%B5%AC
프릳츠 회기점,카페/베이커리,서울특별시 동대문구 회기동 83-16,회기동,동대문구,37.58222,127.04182,4.1,"핸드드립커피, 크루아상, 식빵",07:00-21:00,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%ED%94%84%EB%A6%B3%EC%B8%A0%20%ED%9A%8C%EA%B8%B0%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
폴바셋 묵동점,카페,서울특별시 중랑구 묵동 193-30,묵동,중랑구,37.60099,127.09132,4.5,"라떼, 소프트아이스크림, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%ED%8F%B4%EB%B0%94%EC%85%8B%20%EB%AC%B5%EB%8F%99%EC%A0%90%20%EC%A4%91%EB%9E%91%EA%B5%AC
투썸플레이스 동선점,카페,서울특별시 성북구 동선동 8-32,동선동,성북구,37.59205,127.0138,4.3,"딸기생크림케이크, 라떼, 스콘",08:00-23:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%ED%88%AC%EC%8D%B8%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%EB%8F%99%EC%84%A0%EC%A0%90%20%EC%84%B1%EB%B6%81%EA%B5%AC
카페 레이어드 미아점,카페/베이커리,서울특별시 강북구 미아동 67-22,미아동,강북구,37.63196,127.01879,4.3,"스콘, 케이크, 얼그레이라떼",11:00-22:00,,https://images.unsplash.com/photo-1622253692010-333f2da6031d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%20%EB%AF%B8%EC%95%84%EC%A0%90%20%EA%B0%95%EB%B6%81%EA%B5%AC
테라로사 도봉점,카페,서울특별시 도봉구 도봉동 71-36,도봉동,도봉구,37.67793,127.05193,4.1,"스페셜티커피, 스콘, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EB%A1%9C%EC%82%AC%20%EB%8F%84%EB%B4%89%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
