name,category,address,neighborhood,gu,latitude,longitude,rating,signature_menu,hours,phone,instagram,img,naver_url
소풍 케이크,디저트,서울특별시 강동구 둔촌동 231-74,둔촌동,강동구,37.5386,127.1296,4.8,"빙수, 떡, 아이스크림",07:00-21:00,02-254-2013,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%EC%86%8C%ED%92%8D%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EA%B0%95%EB%8F%99%EA%B5%AC
르 바람,베이커리/디저트,서울특별시 송파구 잠실동 21-32,잠실동,송파구,37.5172,127.1147,4.3,"식빵, 단팥빵, 크림빵",09:00-20:00,02-481-5634,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EB%B0%94%EB%9E%8C%20%EC%86%A1%ED%8C%8C%EA%B5%AC
여유 케이크,카페,서울특별시 송파구 석촌동 34-43,석촌동,송파구,37.4988,127.1054,4.5,"스페셜티커피, 티라미수, 마카롱",11:00-21:00,02-841-3463,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EC%97%AC%EC%9C%A0%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EC%86%A1%ED%8C%8C%EA%B5%AC
구름 베이커리,베이커리,서울특별시 강동구 둔촌동 159-51,둔촌동,강동구,37.5229,127.1413,4.2,"마카롱, 케이크, 피낭시에",11:00-21:00,02-672-7171,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EA%B5%AC%EB%A6%84%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EA%B0%95%EB%8F%99%EA%B5%AC
달빛 베이커리,디저트,서울특별시 동작구 사당동 261-47,사당동,동작구,37.4645,126.9763,4.4,"초코분수, 아이스크림, 마카롱",09:00-20:00,02-884-8967,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EB%8B%AC%EB%B9%9B%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EB%8F%99%EC%9E%91%EA%B5%AC
새벽 빵집,카페,서울특별시 중구 장충동 52-65,장충동,중구,37.5691,126.9961,4.1,"스페셜티커피, 티라미수, 마카롱",09:00-20:00,02-997-3147,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EC%83%88%EB%B2%BD%20%EB%B9%B5%EC%A7%91%20%EC%A4%91%EA%B5%AC
향기 브레드,베이커리,서울특별시 중구 장충동 85-57,장충동,중구,37.5473,126.9819,4.4,"천연발효빵, 치아바타, 포카차",10:00-20:00,02-725-5668,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%ED%96%A5%EA%B8%B0%20%EB%B8%8C%EB%A0%88%EB%93%9C%20%EC%A4%91%EA%B5%AC
르 새벽,카페/베이커리,서울특별시 영등포구 여의도동 100-48,여의도동,영등포구,37.5283,126.9161,4.8,"라떼, 와플, 생크림케이크",10:00-20:00,02-887-5616,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EC%83%88%EB%B2%BD%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
골목 케이크,베이커리,서울특별시 동작구 이수동 71-33,이수동,동작구,37.4656,126.9814,4.6,"식빵, 단팥빵, 크림빵",07:00-21:00,02-205-9452,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EA%B3%A8%EB%AA%A9%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EB%8F%99%EC%9E%91%EA%B5%AC
베이커리 온기,카페/베이커리,서울특별시 용산구 한남동 263-19,한남동,용산구,37.5439,126.9848,4.4,"라떼, 와플, 생크림케이크",10:00-20:00,02-457-1436,,https://images.unsplash.com/photo-1506459225024-1428097a7e18?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%98%A8%EA%B8%B0%20%EC%9A%A9%EC%82%B0%EA%B5%AC
겨울 케이크 8호점,베이커리,서울특별시 동작구 이수동 42-48,이수동,동작구,37.4707,126.9766,4.2,"타르트, 에클레어, 마들렌",09:00-20:00,02-910-3392,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EA%B2%A8%EC%9A%B8%20%EC%BC%80%EC%9D%B4%ED%81%AC%208%ED%98%B8%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
가을빛 카페,디저트,서울특별시 노원구 월계동 241-58,월계동,노원구,37.6375,127.0772,4.1,"화과자, 전통한과, 약과",11:00-21:00,02-320-3449,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%80%EC%9D%84%EB%B9%9B%20%EC%B9%B4%ED%8E%98%20%EB%85%B8%EC%9B%90%EA%B5%AC
카페드 골목길 8호점,베이커리,서울특별시 종로구 북촌 63-7,북촌,종로구,37.5692,126.9882,4.8,"마카롱, 케이크, 피낭시에",09:00-21:00,02-213-9189,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EA%B3%A8%EB%AA%A9%EA%B8%B8%208%ED%98%B8%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
정원 브레드,디저트,서울특별시 강남구 압구정동 150-55,압구정동,강남구,37.485,127.0236,4.7,"화과자, 전통한과, 약과",10:00-21:00,02-780-2402,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%95%EC%9B%90%20%EB%B8%8C%EB%A0%88%EB%93%9C%20%EA%B0%95%EB%82%A8%EA%B5%AC
카페드 따뜻,베이커리/디저트,서울특별시 용산구 원효로동 260-71,원효로동,용산구,37.5196,127.0082,4.1,"천연발효빵, 치아바타, 포카차",08:00-20:00,02-482-5155,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EB%94%B0%EB%9C%BB%20%EC%9A%A9%EC%82%B0%EA%B5%AC
카페 달콤,베이커리,서울특별시 용산구 청파동 298-43,청파동,용산구,37.523,126.9926,4.6,"크루아상, 소금빵, 바게트",10:00-21:00,02-950-8612,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%8B%AC%EC%BD%A4%20%EC%9A%A9%EC%82%B0%EA%B5%AC
르 숲속,디저트,서울특별시 중구 명동 19-38,명동,중구,37.552,126.9947,4.1,"초코분수, 아이스크림, 마카롱",09:00-20:00,02-417-9444,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EC%88%B2%EC%86%8D%20%EC%A4%91%EA%B5%AC
정원 케이크,카페,서울특별시 관악구 봉천동 147-46,봉천동,관악구,37.4949,126.9144,4.6,"핸드드립커피, 스콘, 마들렌",11:00-21:00,02-227-7029,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%95%EC%9B%90%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EA%B4%80%EC%95%85%EA%B5%AC
감성 케이크,카페/베이커리,서울특별시 동대문구 이문동 255-64,이문동,동대문구,37.577,127.0609,4.5,"핸드드립커피, 스콘, 마들렌",09:00-21:00,02-844-7955,,https://images.unsplash.com/photo-1558303648-4b711e5f8e72?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%90%EC%84%B1%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
베이커리 사랑,베이커리/디저트,서울특별시 도봉구 도봉동 165-14,도봉동,도봉구,37.6554,127.0478,4.5,"마카롱, 케이크, 피낭시에",10:00-20:00,02-717-7981,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%82%AC%EB%9E%91%20%EB%8F%84%EB%B4%89%EA%B5%AC
추억 카페,카페,서울특별시 광진구 구의동 223-36,구의동,광진구,37.5452,127.0867,4.1,"스페셜티커피, 티라미수, 마카롱",09:00-21:00,02-787-7655,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%EC%B6%94%EC%96%B5%20%EC%B9%B4%ED%8E%98%20%EA%B4%91%EC%A7%84%EA%B5%AC
골목 베이커리,베이커리,서울특별시 서대문구 연희동 225-5,연희동,서대문구,37.5468,126.9291,4.6,"천연발효빵, 치아바타, 포카차",09:00-20:00,02-492-1530,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EA%B3%A8%EB%AA%A9%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
별빛 브레드,카페/베이커리,서울특별시 동대문구 이문동 40-74,이문동,동대문구,37.5701,127.048,4.6,"라떼, 와플, 생크림케이크",11:00-21:00,02-355-2858,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%EB%B3%84%EB%B9%9B%20%EB%B8%8C%EB%A0%88%EB%93%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
카페 숲속,베이커리/디저트,서울특별시 관악구 봉천동 135-34,봉천동,관악구,37.4901,126.9194,4.5,"크루아상, 소금빵, 바게트",10:00-20:00,02-304-3009,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EC%88%B2%EC%86%8D%20%EA%B4%80%EC%95%85%EA%B5%AC
하늘 카페 9호점,카페,서울특별시 서대문구 홍은동 178-9,홍은동,서대문구,37.5595,126.9307,4.5,"스페셜티커피, 티라미수, 마카롱",10:00-21:00,02-828-3852,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%ED%95%98%EB%8A%98%20%EC%B9%B4%ED%8E%98%209%ED%98%B8%EC%A0%90%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
골목 베이커리 5호점,베이커리,서울특별시 종로구 가회동 253-4,가회동,종로구,37.5728,126.9862,4.8,"식빵, 단팥빵, 크림빵",07:00-21:00,02-232-2412,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EA%B3%A8%EB%AA%A9%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%205%ED%98%B8%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
베이커리 설레임,디저트,서울특별시 은평구 응암동 270-53,응암동,은평구,37.6231,126.9327,4.2,"초코분수, 아이스크림, 마카롱",10:00-21:00,02-424-2215,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%84%A4%EB%A0%88%EC%9E%84%20%EC%9D%80%ED%8F%89%EA%B5%AC
르 소풍,베이커리,서울특별시 동작구 이수동 94-17,이수동,동작구,37.477,126.9943,4.1,"천연발효빵, 치아바타, 포카차",09:00-21:00,02-630-3507,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EC%86%8C%ED%92%8D%20%EB%8F%99%EC%9E%91%EA%B5%AC
파티스리 꽃향기,디저트,서울특별시 서대문구 충정로 178-67,충정로,서대문구,37.5698,126.9474,4.5,"화과자, 전통한과, 약과",10:00-22:00,02-750-5496,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EA%BD%83%ED%96%A5%EA%B8%B0%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
설레임 카페,베이커리/디저트,서울특별시 도봉구 도봉동 298-20,도봉동,도봉구,37.6581,127.0467,4.6,"식빵, 단팥빵, 크림빵",11:00-22:00,02-142-1464,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EC%84%A4%EB%A0%88%EC%9E%84%20%EC%B9%B4%ED%8E%98%20%EB%8F%84%EB%B4%89%EA%B5%AC
베이커리 가을빛,디저트,서울특별시 강동구 암사동 293-54,암사동,강동구,37.5375,127.1209,4.5,"화과자, 전통한과, 약과",11:00-21:00,02-594-5012,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EA%B0%80%EC%9D%84%EB%B9%9B%20%EA%B0%95%EB%8F%99%EA%B5%AC
설레임 케이크,디저트,서울특별시 동대문구 청량리 81-57,청량리,동대문구,37.5785,127.0509,4.6,"빙수, 떡, 아이스크림",11:00-22:00,02-247-6121,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EC%84%A4%EB%A0%88%EC%9E%84%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
달콤 베이커리,카페/베이커리,서울특별시 은평구 불광동 288-14,불광동,은평구,37.6096,126.922,4.5,"콜드브루, 초코무스, 타르트",10:00-20:00,02-353-3308,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%EB%8B%AC%EC%BD%A4%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%9D%80%ED%8F%89%EA%B5%AC
베이커리 겨울,베이커리/디저트,서울특별시 노원구 월계동 128-21,월계동,노원구,37.6434,127.078,4.6,"타르트, 에클레어, 마들렌",10:00-22:00,02-881-3610,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EA%B2%A8%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC
르 골목,카페/베이커리,서울특별시 동대문구 이문동 12-12,이문동,동대문구,37.5944,127.0522,4.4,"라떼, 와플, 생크림케이크",10:00-22:00,02-697-6781,,https://images.unsplash.com/photo-1506459225024-1428097a7e18?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EA%B3%A8%EB%AA%A9%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
카페 겨울 6호점,카페/베이커리,서울특별시 관악구 봉천동 5-14,봉천동,관악구,37.4819,126.9395,4.6,"콜드브루, 초코무스, 타르트",08:00-20:00,02-474-1741,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EA%B2%A8%EC%9A%B8%206%ED%98%B8%EC%A0%90%20%EA%B4%80%EC%95%85%EA%B5%AC
겨울 케이크 5호점,카페/베이커리,서울특별시 광진구 중곡동 198-65,중곡동,광진구,37.5395,127.0795,4.2,"아메리카노, 라떼, 케이크",10:00-21:00,02-199-7453,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EA%B2%A8%EC%9A%B8%20%EC%BC%80%EC%9D%B4%ED%81%AC%205%ED%98%B8%EC%A0%90%20%EA%B4%91%EC%A7%84%EA%B5%AC
행복 베이커리,베이커리,서울특별시 영등포구 영등포동 261-52,영등포동,영등포구,37.523,126.9004,4.3,"식빵, 단팥빵, 크림빵",09:00-20:00,02-923-8761,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%ED%96%89%EB%B3%B5%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
카페드 소풍,베이커리/디저트,서울특별시 중구 남대문로 168-79,남대문로,중구,37.5556,126.9828,4.5,"식빵, 단팥빵, 크림빵",11:00-22:00,02-444-9311,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%86%8C%ED%92%8D%20%EC%A4%91%EA%B5%AC
카페드 정원,카페/디저트,서울특별시 관악구 봉천동 189-43,봉천동,관악구,37.4892,126.9424,4.5,"아메리카노, 라떼, 케이크",08:00-21:00,02-711-8775,,https://images.unsplash.com/photo-1486427944299-d1955d23e34d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%A0%95%EC%9B%90%20%EA%B4%80%EC%95%85%EA%B5%AC
파티스리 테라스 5호점,베이커리,서울특별시 마포구 연희동 195-19,연희동,마포구,37.5676,126.9163,4.2,"천연발효빵, 치아바타, 포카차",10:00-22:00,02-119-8225,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%ED%85%8C%EB%9D%BC%EC%8A%A4%205%ED%98%B8%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
여유 베이커리,디저트,서울특별시 중구 황학동 211-65,황학동,중구,37.5692,126.9986,4.1,"화과자, 전통한과, 약과",10:00-21:00,02-631-4397,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EC%97%AC%EC%9C%A0%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%A4%91%EA%B5%AC
카페드 미소,카페/베이커리,서울특별시 관악구 봉천동 236-69,봉천동,관악구,37.4793,126.9236,4.5,"핸드드립커피, 스콘, 마들렌",11:00-22:00,02-595-4150,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EB%AF%B8%EC%86%8C%20%EA%B4%80%EC%95%85%EA%B5%AC
아침 빵집 6호점,카페/베이커리,서울특별시 강서구 화곡동 251-41,화곡동,강서구,37.5544,126.8378,4.5,"핸드드립커피, 스콘, 마들렌",11:00-21:00,02-224-9899,,https://images.unsplash.com/photo-1558303648-4b711e5f8e72?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%EC%B9%A8%20%EB%B9%B5%EC%A7%91%206%ED%98%B8%EC%A0%90%20%EA%B0%95%EC%84%9C%EA%B5%AC
감성 케이크 7호점,카페,서울특별시 중구 필동 41-45,필동,중구,37.5737,126.9907,4.8,"스페셜티커피, 티라미수, 마카롱",10:00-22:00,02-306-9824,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%90%EC%84%B1%20%EC%BC%80%EC%9D%B4%ED%81%AC%207%ED%98%B8%EC%A0%90%20%EC%A4%91%EA%B5%AC
파티스리 마당,카페,서울특별시 양천구 목동 123-32,목동,양천구,37.5135,126.8792,4.4,"콜드브루, 초코무스, 타르트",10:00-22:00,02-153-2641,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EB%A7%88%EB%8B%B9%20%EC%96%91%EC%B2%9C%EA%B5%AC
행복 케이크 9호점,카페,서울특별시 종로구 계동 81-53,계동,종로구,37.5816,126.9954,4.8,"콜드브루, 초코무스, 타르트",10:00-20:00,02-766-4267,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%ED%96%89%EB%B3%B5%20%EC%BC%80%EC%9D%B4%ED%81%AC%209%ED%98%B8%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
파티스리 미소,카페,서울특별시 노원구 공릉동 119-69,공릉동,노원구,37.6412,127.0755,4.1,"콜드브루, 초코무스, 타르트",10:00-21:00,02-527-3880,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EB%AF%B8%EC%86%8C%20%EB%85%B8%EC%9B%90%EA%B5%AC
카페 감성,디저트,서울특별시 관악구 신림동 20-2,신림동,관악구,37.478,126.9311,4.6,"팬케이크, 와플, 크레이프",11:00-21:00,02-565-9901,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EA%B0%90%EC%84%B1%20%EA%B4%80%EC%95%85%EA%B5%AC
카페드 도시,카페/디저트,서울특별시 중구 남대문로 99-15,남대문로,중구,37.5559,126.9929,4.5,"스페셜티커피, 티라미수, 마카롱",10:00-21:00,02-114-6523,,https://images.unsplash.com/photo-1486427944299-d1955d23e34d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EB%8F%84%EC%8B%9C%20%EC%A4%91%EA%B5%AC
파티스리 창문,베이커리/디저트,서울특별시 성동구 왕십리동 219-66,왕십리동,성동구,37.5398,127.041,4.2,"타르트, 에클레어, 마들렌",10:00-21:00,02-243-8822,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EC%B0%BD%EB%AC%B8%20%EC%84%B1%EB%8F%99%EA%B5%AC
오후 베이커리 2호점,베이커리,서울특별시 양천구 신정동 137-43,신정동,양천구,37.5211,126.8737,4.1,"타르트, 에클레어, 마들렌",11:00-21:00,02-769-6890,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%ED%9B%84%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%202%ED%98%B8%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
겨울 빵집,카페/베이커리,서울특별시 종로구 익선동 208-65,익선동,종로구,37.5897,126.9956,4.5,"핸드드립커피, 스콘, 마들렌",09:00-21:00,02-754-5833,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%EA%B2%A8%EC%9A%B8%20%EB%B9%B5%EC%A7%91%20%EC%A2%85%EB%A1%9C%EA%B5%AC
작은 베이커리,베이커리,서울특별시 강서구 발산동 79-59,발산동,강서구,37.5624,126.8392,4.7,"타르트, 에클레어, 마들렌",07:00-21:00,02-582-9806,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%91%EC%9D%80%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EA%B0%95%EC%84%9C%EA%B5%AC
오후 빵집,베이커리/디저트,서울특별시 도봉구 도봉동 271-47,도봉동,도봉구,37.6553,127.0449,4.1,"타르트, 에클레어, 마들렌",07:00-21:00,02-617-4312,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%ED%9B%84%20%EB%B9%B5%EC%A7%91%20%EB%8F%84%EB%B4%89%EA%B5%AC
정원 브레드 4호점,베이커리/디저트,서울특별시 서대문구 충정로 60-27,충정로,서대문구,37.5645,126.9367,4.8,"타르트, 에클레어, 마들렌",08:00-21:00,02-564-3161,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%95%EC%9B%90%20%EB%B8%8C%EB%A0%88%EB%93%9C%204%ED%98%B8%EC%A0%90%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
카페드 여유 9호점,베이커리/디저트,서울특별시 강동구 천호동 158-3,천호동,강동구,37.5309,127.1445,4.4,"타르트, 에클레어, 마들렌",11:00-22:00,02-174-1742,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%97%AC%EC%9C%A0%209%ED%98%B8%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
달콤 케이크,카페,서울특별시 용산구 원효로동 242-5,원효로동,용산구,37.5276,126.9874,4.3,"아메리카노, 라떼, 케이크",08:00-20:00,02-483-7266,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EB%8B%AC%EC%BD%A4%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EC%9A%A9%EC%82%B0%EA%B5%AC
르 향기,디저트,서울특별시 은평구 불광동 69-45,불광동,은평구,37.6036,126.9378,4.7,"과일타르트, 젤라또, 크레이프",07:00-21:00,02-230-4648,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%ED%96%A5%EA%B8%B0%20%EC%9D%80%ED%8F%89%EA%B5%AC
카페 여름,디저트,서울특별시 노원구 월계동 218-69,월계동,노원구,37.6304,127.0569,4.8,"과일타르트, 젤라또, 크레이프",09:00-20:00,02-258-5516,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EC%97%AC%EB%A6%84%20%EB%85%B8%EC%9B%90%EA%B5%AC
햇살 빵집,베이커리/디저트,서울특별시 마포구 성산동 124-27,성산동,마포구,37.545,126.9268,4.8,"크루아상, 소금빵, 바게트",11:00-22:00,02-788-1797,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%ED%96%87%EC%82%B4%20%EB%B9%B5%EC%A7%91%20%EB%A7%88%ED%8F%AC%EA%B5%AC
가을빛 빵집,베이커리,서울특별시 은평구 연신내 112-8,연신내,은평구,37.6042,126.9378,4.4,"천연발효빵, 치아바타, 포카차",11:00-22:00,02-426-6253,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%80%EC%9D%84%EB%B9%9B%20%EB%B9%B5%EC%A7%91%20%EC%9D%80%ED%8F%89%EA%B5%AC
설레임 빵집,베이커리/디저트,서울특별시 중구 을지로 212-39,을지로,중구,37.5543,126.9877,4.3,"식빵, 단팥빵, 크림빵",08:00-20:00,02-669-9120,,https://images.unsplash.com/photo-1519915028121-7d3463d20b13?w=400&q=80,https://map.naver.com/v5/search/%EC%84%A4%EB%A0%88%EC%9E%84%20%EB%B9%B5%EC%A7%91%20%EC%A4%91%EA%B5%AC
카페 달콤 8호점,디저트,서울특별시 동작구 이수동 210-20,이수동,동작구,37.473,126.9725,4.8,"초코분수, 아이스크림, 마카롱",10:00-22:00,02-969-4692,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%8B%AC%EC%BD%A4%208%ED%98%B8%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
